ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_00895,Nexus Mediação Financeira,2026-03-31,65,4114.51,Insucesso,56.0,Nordeste
CONTR_2026_00896,Fênix Recuperação de Crédito,2026-03-22,78,"R$ 1.265,29",Insucesso,65.0,Sudeste
CONTR_2026_00897,Vértice Asset & Cobrança,2026-04-28,87,"R$ 1.483,99",Acordo Firmado,39.0,Sudeste
CONTR_2026_00898,Acerta Crédito Integrado,2026-01-28,67,"R$ 8.577,53",Em Aberto,40.0,Nordeste
CONTR_2026_00899,Fênix Recuperação de Crédito,2026-01-19,76,"R$ 3.238,44",Em Aberto,39.0,Nordeste
CONTR_2026_00900,Fênix Recuperação de Crédito,2026-01-27,60,"R$ 9.109,26",Em Aberto,27.0,Nordeste
CONTR_2026_00901,Fênix Recuperação de Crédito,2026-02-17,77,"R$ 4.469,10",Acordo Firmado,67.0,Sul
CONTR_2026_00902,Fênix Recuperação de Crédito,2026-04-26,124,"R$ 9.397,36",Insucesso,100.0,Sudeste
CONTR_2026_00903,Fênix Recuperação de Crédito,2026-01-19,91,"R$ 6.647,04",Ajuizado,,Nordeste
CONTR_2026_00904,Nexus Mediação Financeira,2026-04-07,163,2321.98,Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00905,Vértice Asset & Cobrança,2026-02-20,67,4168.52,Insucesso,74.0,Nordeste
CONTR_2026_00906,Acerta Crédito Integrado,2026-01-07,104,"R$ 7.292,60",Insucesso,3.0,Sul
CONTR_2026_00907,Acerta Crédito Integrado,2026-01-29,96,"R$ 3.206,99",Em Aberto,3.0,Norte
CONTR_2026_00908,Vértice Asset & Cobrança,2026-04-29,109,"R$ 2.274,03",Acordo Firmado,37.0,Sudeste
CONTR_2026_00909,Vértice Asset & Cobrança,2026-02-12,71,"R$ 5.081,13",Em Aberto,98.0,Sudeste
CONTR_2026_00910,Vértice Asset & Cobrança,2026-03-10,78,"R$ 2.798,60",Em Aberto,20.0,Nordeste
CONTR_2026_00911,Nexus Mediação Financeira,2026-04-04,102,"R$ 5.711,23",Acordo Firmado,11.0,Sudeste
CONTR_2026_00912,Vértice Asset & Cobrança,2026-04-23,74,"R$ 2.785,45",Ajuizado,83.0,Sudeste
CONTR_2026_00913,Nexus Mediação Financeira,2026-04-17,36,"R$ 13.053,21",Acordo Firmado,91.0,Sul
CONTR_2026_00914,Vértice Asset & Cobrança,2026-04-30,129,"R$ 3.307,23",Insucesso,24.0,Sul
CONTR_2026_00915,Nexus Mediação Financeira,2026-02-27,116,"R$ 13.100,05",Acordo Firmado,70.0,Nordeste
CONTR_2026_00916,Vértice Asset & Cobrança,2026-01-08,77,"R$ 2.838,92",Em Aberto,65.0,Sudeste
CONTR_2026_00917,Vértice Asset & Cobrança,2026-02-11,96,5837.45,Em Aberto,83.0,Centro-Oeste
CONTR_2026_00918,fênix recuperação de crédito,2026-03-17,120,"R$ 1.897,57",Em Aberto,74.0,Sudeste
CONTR_2026_00919,Acerta Crédito Integrado,2026-02-11,130,"R$ 8.733,77",Ajuizado,32.0,Sudeste
CONTR_2026_00920,Fênix Recuperação de Crédito,2026-01-13,93,"R$ 2.317,08",Insucesso,62.0,Centro-Oeste
CONTR_2026_00921,Acerta Crédito Integrado,2026-01-26,72,"R$ 11.176,26",Em Aberto,55.0,Norte
CONTR_2026_00922,Vértice Asset & Cobrança,2026-01-18,133,"R$ 4.211,47",Ajuizado,36.0,Nordeste
CONTR_2026_00923,Acerta Crédito Integrado,2026-02-11,92,"R$ 1.696,56",Acordo Firmado,66.0,Nordeste
CONTR_2026_00924,Acerta Crédito Integrado,2026-02-20,85,3459.16,Em Aberto,37.0,Centro-Oeste
CONTR_2026_00925,Vértice Asset & Cobrança,2026-04-26,97,"R$ 8.764,41",Insucesso,14.0,Nordeste
CONTR_2026_00926,Fênix Recuperação de Crédito,2026-04-23,124,"R$ 1.596,81",Em Aberto,46.0,Sul
CONTR_2026_00927,Vértice Asset & Cobrança,2026-03-25,88,"R$ 6.113,88",Acordo Firmado,77.0,Nordeste
CONTR_2026_00928,Nexus Mediação Financeira,2026-01-16,119,"R$ 4.738,93",Acordo Firmado,,Nordeste
CONTR_2026_00929,Nexus Mediação Financeira,2026-04-11,83,"R$ 3.054,37",Ajuizado,50.0,Sudeste
CONTR_2026_00930,Vértice Asset & Cobrança,2026-01-03,108,8245.1,Insucesso,,Nordeste
CONTR_2026_00931,Fênix Recuperação de Crédito,2026-04-01,61,"R$ 1.469,33",Acordo Firmado,17.0,Nordeste
CONTR_2026_00932,Acerta Crédito Integrado,2026-03-20,122,"R$ 4.642,21",Acordo Firmado,27.0,Sudeste
CONTR_2026_00933,Vértice Asset & Cobrança ,2026-04-08,69,"R$ 4.734,84",Acordo Firmado,54.0,Nordeste
CONTR_2026_00934,Nexus Mediação Financeira,2026-02-14,103,"R$ 1.651,85",Em Aberto,29.0,Nordeste
CONTR_2026_00935,Fênix Recuperação de Crédito,2026-01-22,45,"R$ 1.931,04",Em Aberto,13.0,Nordeste
CONTR_2026_00936,Vértice Asset & Cobrança,2026-04-14,90,"R$ 3.835,24",Ajuizado,49.0,Sudeste
CONTR_2026_00937,Fênix Recuperação de Crédito,2026-01-23,95,"R$ 5.044,99",Em Aberto,25.0,Norte
CONTR_2026_00938,fênix recuperação de crédito,2026-02-28,69,"R$ 1.473,31",Acordo Firmado,88.0,Nordeste
CONTR_2026_00939,Fênix Recuperação de Crédito,2026-03-03,86,"R$ 1.259,13",Em Aberto,100.0,Sudeste
CONTR_2026_00940,Nexus Mediação Financeira,2026-04-23,97,"R$ 2.269,71",Em Aberto,23.0,Sudeste
CONTR_2026_00941,Vértice Asset & Cobrança,2026-03-09,106,4545.29,Acordo Firmado,26.0,Nordeste
CONTR_2026_00942,Nexus Mediação Financeira,2026-04-25,93,"R$ 1.405,56",Acordo Firmado,48.0,Nordeste
CONTR_2026_00943,Nexus Mediação Financeira,2026-02-23,129,"R$ 7.806,94",Acordo Firmado,36.0,Nordeste
CONTR_2026_00944,Acerta Crédito Integrado,2026-02-26,9999,"R$ 2.023,95",Acordo Firmado,6.0,Sudeste
CONTR_2026_00945,Fênix Recuperação de Crédito,2026-04-15,89,"R$ 8.605,47",Em Aberto,80.0,Norte
CONTR_2026_00946,Fênix Recuperação de Crédito,2026-01-23,50,"R$ 2.345,39",Acordo Firmado,74.0,Sudeste
CONTR_2026_00947,Fênix Recuperação de Crédito,2026-04-21,75,"R$ 3.327,98",Em Aberto,39.0,Nordeste
CONTR_2026_00948,fênix recuperação de crédito,2026-03-01,23,"R$ 4.460,92",Em Aberto,57.0,Nordeste
CONTR_2026_00949,Acerta Crédito Integrado,2026-03-14,84,"R$ 3.332,96",Em Aberto,91.0,Norte
CONTR_2026_00950,Nexus Mediação Financeira,2026-03-29,-999,"R$ 1.319,51",Em Aberto,66.0,Nordeste
CONTR_2026_00951,Nexus Mediação Financeira,2026-03-26,113,"R$ 13.161,13",Em Aberto,10.0,Sudeste
CONTR_2026_00952,Nexus Mediação Financeira,2026-04-15,92,"R$ 2.887,63",Em Aberto,72.0,Nordeste
CONTR_2026_00953,Fênix Recuperação de Crédito,2026-04-20,68,"R$ 1.931,12",Em Aberto,,Nordeste
CONTR_2026_00954,fênix recuperação de crédito,2026-02-24,93,"R$ 1.910,80",Em Aberto,77.0,Nordeste
CONTR_2026_00955,Vértice Asset & Cobrança,2026-04-27,153,"R$ 19.567,49",Acordo Firmado,72.0,Norte
CONTR_2026_00956,Vértice Asset & Cobrança,2026-03-21,134,"R$ 1.856,57",Acordo Firmado,27.0,Sul
CONTR_2026_00957,Nexus Mediação Financeira,2026-03-04,85,"R$ 3.327,43",Insucesso,46.0,Nordeste
CONTR_2026_00958,Fênix Recuperação de Crédito,2026-02-25,45,"R$ 1.550,08",Insucesso,63.0,Nordeste
CONTR_2026_00959,Fênix Recuperação de Crédito,2026-02-24,156,"R$ 7.849,06",Insucesso,42.0,Sudeste
CONTR_2026_00960,Acerta Crédito Integrado,2026-01-25,68,"R$ 5.741,01",Acordo Firmado,85.0,Nordeste
CONTR_2026_00961,Fênix Recuperação de Crédito,2026-01-26,105,"R$ 5.013,22",Em Aberto,41.0,Sudeste
CONTR_2026_00962,Nexus Mediação Financeira,2026-02-18,43,"R$ 10.884,17",Insucesso,34.0,Sul
CONTR_2026_00963,Fênix Recuperação de Crédito,2026-03-04,80,"R$ 5.458,80",Acordo Firmado,93.0,Sudeste
CONTR_2026_00964,Vértice Asset & Cobrança,2026-02-14,43,16764.81,Acordo Firmado,30.0,Centro-Oeste
CONTR_2026_00965,Vértice Asset & Cobrança,2026-03-14,55,6074.63,Ajuizado,44.0,Sul
CONTR_2026_00966,Vértice Asset & Cobrança,2026-03-20,62,"R$ 3.387,41",Acordo Firmado,80.0,Sudeste
CONTR_2026_00967,Acerta Crédito Integrado,2026-02-08,104,"R$ 1.387,20",Acordo Firmado,1.0,Sul
CONTR_2026_00968,Vértice Asset & Cobrança,2026-04-07,87,"R$ 7.659,93",Em Aberto,45.0,Nordeste
CONTR_2026_00969,Nexus Mediação Financeira,2026-03-06,171,"R$ 3.539,19",Em Aberto,47.0,Nordeste
CONTR_2026_00970,Vértice Asset & Cobrança,2026-03-10,124,"R$ 5.771,49",Acordo Firmado,93.0,Sul
CONTR_2026_00971,Nexus Mediação Financeira,2026-02-25,124,"R$ 11.651,43",Acordo Firmado,30.0,Nordeste
CONTR_2026_00972,fênix recuperação de crédito,2026-01-09,105,"R$ 1.238,44",Insucesso,22.0,Nordeste
CONTR_2026_00973,Acerta Crédito Integrado,2026-04-18,98,"R$ 8.327,51",Ajuizado,15.0,Sudeste
CONTR_2026_00974,Fênix Recuperação de Crédito,2026-03-11,125,"R$ 4.057,17",Insucesso,84.0,Centro-Oeste
CONTR_2026_00975,Fênix Recuperação de Crédito,2026-01-28,18,"R$ 1.862,29",Insucesso,38.0,sudeste
CONTR_2026_00976,Vértice Asset & Cobrança,2026-02-14,71,"R$ 5.566,85",Acordo Firmado,23.0,Sudeste
CONTR_2026_00977,Nexus Mediação Financeira,2026-01-26,49,"R$ 5.003,01",Acordo Firmado,31.0,Norte
CONTR_2026_00978,Fênix Recuperação de Crédito,2026-01-28,33,"R$ 10.435,56",Ajuizado,57.0,Sul
CONTR_2026_00979,Vértice Asset & Cobrança,2026-02-09,66,"R$ 4.886,15",Em Aberto,81.0,Nordeste
CONTR_2026_00980,Nexus Mediação Financeira,2026-01-15,55,"R$ 9.982,50",Em Aberto,35.0,Sudeste
CONTR_2026_00981,Vértice Asset & Cobrança,2026-01-06,125,"R$ 5.131,68",Ajuizado,66.0,Sudeste
CONTR_2026_00982,Acerta Crédito Integrado,2026-01-27,92,"R$ 4.161,49",Insucesso,53.0,Nordeste
CONTR_2026_00983,Fênix Recuperação de Crédito,2026-02-07,29,"R$ 3.519,58",Insucesso,31.0,Nordeste
CONTR_2026_00984,Fênix Recuperação de Crédito,2026-03-09,99,"R$ 2.153,97",Em Aberto,26.0,Sul
CONTR_2026_00985,Acerta Crédito Integrado,2026-03-16,59,"R$ 5.585,72",Em Aberto,31.0,Nordeste
CONTR_2026_00986,Vértice Asset & Cobrança,2026-03-26,91,"R$ 5.129,06",Em Aberto,72.0,Centro-Oeste
CONTR_2026_00987,Nexus Mediação Financeira,2026-03-05,101,"R$ 19.794,56",Em Aberto,80.0,Sudeste
CONTR_2026_00988,Vértice Asset & Cobrança,2026-01-30,67,"R$ 3.858,62",Em Aberto,12.0,Nordeste
CONTR_2026_00989,Fênix Recuperação de Crédito,2026-03-23,96,"R$ 3.936,78",Em Aberto,53.0,Nordeste
CONTR_2026_00990,Acerta Crédito Integrado,2026-04-09,102,"R$ 2.094,86",Acordo Firmado,56.0,Sudeste
CONTR_2026_00991,Acerta Crédito Integrado,2026-01-03,85,"R$ 5.751,19",Em Aberto,83.0,Sudeste
CONTR_2026_00992,Nexus Mediação Financeira,2026-03-03,68,"R$ 10.614,52",Insucesso,62.0,Nordeste
CONTR_2026_00993,Vértice Asset & Cobrança,2026-01-12,90,2624.58,Acordo Firmado,44.0,Sudeste
CONTR_2026_00994,Nexus Mediação Financeira,2026-04-01,85,"R$ 1.245,60",Em Aberto,58.0,Sudeste
CONTR_2026_00995,Vértice Asset & Cobrança,2026-04-27,99,"R$ 7.079,74",Ajuizado,77.0,Sul
CONTR_2026_00996,Fênix Recuperação de Crédito,2026-01-30,82,"R$ 1.359,38",Insucesso,65.0,Sudeste
CONTR_2026_00997,fênix recuperação de crédito,2026-03-26,54,"R$ 3.832,03",Insucesso,13.0,Norte
CONTR_2026_00998,Fênix Recuperação de Crédito,2026-02-07,84,"R$ 5.942,91",Acordo Firmado,61.0,Sudeste
CONTR_2026_00999,Vértice Asset & Cobrança ,2026-03-26,99,"R$ 3.638,90",Insucesso,68.0,Nordeste
CONTR_2026_01000,Vértice Asset & Cobrança,2026-03-01,95,"R$ 2.709,43",Acordo Firmado,51.0,Sudeste
CONTR_2026_01001,Fênix Recuperação de Crédito,2026-02-07,86,9228.89,Em Aberto,62.0,Sul
CONTR_2026_01002,Nexus Mediação Financeira,2026-04-14,75,"R$ 2.990,04",Acordo Firmado,48.0,Nordeste
CONTR_2026_01003,Acerta Crédito Integrado,2026-01-15,73,"R$ 2.192,54",Acordo Firmado,95.0,Sudeste
CONTR_2026_01004,Acerta Crédito Integrado,2026-01-18,76,"R$ 3.658,36",Acordo Firmado,63.0,Nordeste
CONTR_2026_01005,Acerta Crédito Integrado,2026-02-21,122,"R$ 1.905,89",Acordo Firmado,72.0,Norte
CONTR_2026_01006,Nexus Mediação Financeira,2026-01-29,61,"R$ 7.062,32",Em Aberto,91.0,Sudeste
CONTR_2026_01007,Nexus Mediação Financeira,2026-04-22,92,"R$ 7.390,76",Em Aberto,72.0,Nordeste
CONTR_2026_01008,Acerta Crédito Integrado,2026-04-12,52,"R$ 1.274,44",Acordo Firmado,51.0,Nordeste
CONTR_2026_01009,Fênix Recuperação de Crédito,2026-03-01,112,"R$ 7.135,03",Em Aberto,24.0,Centro-Oeste
CONTR_2026_01010,Vértice Asset & Cobrança,2026-01-21,73,"R$ 2.976,15",Em Aberto,86.0,Centro-Oeste
CONTR_2026_01011,Fênix Recuperação de Crédito,2026-01-17,65,"R$ 6.538,53",Em Aberto,40.0,Sudeste
CONTR_2026_01012,Vértice Asset & Cobrança ,2026-04-15,96,"R$ 7.329,12",Em Aberto,29.0,Nordeste
CONTR_2026_01013,fênix recuperação de crédito,2026-04-25,16,"R$ 2.827,14",Acordo Firmado,73.0,Sudeste
CONTR_2026_01014,Fênix Recuperação de Crédito,2026-01-18,51,"R$ 2.225,20",Em Aberto,17.0,Sul
CONTR_2026_01015,Acerta Crédito Integrado,2026-02-26,100,9953.82,Acordo Firmado,1.0,Sudeste
CONTR_2026_01016,fênix recuperação de crédito,2026-04-29,120,"R$ 7.919,71",Em Aberto,96.0,Centro-Oeste
CONTR_2026_01017,Fênix Recuperação de Crédito,2026-02-06,103,"R$ 10.274,39",Insucesso,,Sul
CONTR_2026_01018,Nexus Mediação Financeira,2026-03-01,94,"R$ 4.061,02",Em Aberto,1.0,Nordeste
CONTR_2026_01019,fênix recuperação de crédito,2026-02-07,162,"R$ 4.247,42",Em Aberto,25.0,Nordeste
CONTR_2026_01020,Fênix Recuperação de Crédito,2026-01-12,104,"R$ 3.309,25",Acordo Firmado,41.0,Sudeste
CONTR_2026_01021,Nexus Mediação Financeira,2026-03-16,58,"R$ 4.656,37",Acordo Firmado,91.0,Nordeste
CONTR_2026_01022,Vértice Asset & Cobrança,2026-04-22,120,"R$ 6.400,35",Acordo Firmado,23.0,Centro-Oeste
CONTR_2026_01023,fênix recuperação de crédito,2026-04-26,70,"R$ 9.624,71",Insucesso,18.0,Nordeste
CONTR_2026_01024,Vértice Asset & Cobrança ,2026-04-23,68,"R$ 2.211,63",Em Aberto,95.0,Sudeste
CONTR_2026_01025,fênix recuperação de crédito,2026-03-25,48,"R$ 3.799,48",Acordo Firmado,28.0,Nordeste
CONTR_2026_01026,Vértice Asset & Cobrança,2026-03-14,77,"R$ 4.292,07",Em Aberto,85.0,Nordeste
CONTR_2026_01027,Acerta Crédito Integrado,2026-01-01,53,"R$ 4.547,10",Em Aberto,12.0,Nordeste
CONTR_2026_01028,Acerta Crédito Integrado,2026-02-27,106,"R$ 5.104,13",Acordo Firmado,88.0,Nordeste
CONTR_2026_01029,Vértice Asset & Cobrança,2026-01-03,86,"R$ 9.291,06",Em Aberto,49.0,Nordeste
CONTR_2026_01030,Acerta Crédito Integrado,2026-03-04,49,"R$ 12.068,79",Em Aberto,97.0,Sudeste
CONTR_2026_01031,Fênix Recuperação de Crédito,2026-01-21,87,"R$ 2.066,76",Acordo Firmado,81.0,Nordeste
CONTR_2026_01032,Nexus Mediação Financeira,2026-01-23,119,"R$ 7.435,83",Em Aberto,97.0,Nordeste
CONTR_2026_01033,Fênix Recuperação de Crédito,2026-01-09,138,"R$ 4.461,07",Acordo Firmado,16.0,Sudeste
CONTR_2026_01034,Fênix Recuperação de Crédito,2026-04-28,36,"R$ 3.903,99",Em Aberto,27.0,Centro-Oeste
CONTR_2026_01035,Fênix Recuperação de Crédito,2026-03-24,66,"R$ 1.801,49",Insucesso,53.0,Sul
CONTR_2026_01036,Nexus Mediação Financeira,2026-04-19,51,"R$ 1.531,42",Acordo Firmado,92.0,Centro-Oeste
CONTR_2026_01037,Vértice Asset & Cobrança,2026-02-24,100,"R$ 20.240,79",Acordo Firmado,36.0,NORDESTE
CONTR_2026_01038,Acerta Crédito Integrado,2026-04-20,47,"R$ 6.341,26",Acordo Firmado,7.0,Nordeste
CONTR_2026_01039,Fênix Recuperação de Crédito,2026-04-26,121,"R$ 4.211,29",Acordo Firmado,34.0,Sudeste
CONTR_2026_01040,Vértice Asset & Cobrança,2026-01-19,126,"R$ 8.372,46",Em Aberto,65.0,Nordeste
CONTR_2026_01041,Nexus Mediação Financeira,2026-03-03,114,"R$ 1.677,78",Ajuizado,4.0,Norte
CONTR_2026_01042,Acerta Crédito Integrado,2026-03-28,68,"R$ 5.875,41",Acordo Firmado,26.0,Nordeste
CONTR_2026_01043,Vértice Asset & Cobrança,2026-04-01,70,"R$ 6.603,05",Acordo Firmado,20.0,Nordeste
CONTR_2026_01044,Nexus Mediação Financeira,2026-04-01,76,"R$ 4.207,90",Insucesso,51.0,Norte
CONTR_2026_01045,Acerta Crédito Integrado,2026-02-08,123,"R$ 2.655,76",Em Aberto,77.0,Centro-Oeste
CONTR_2026_01046,Nexus Mediação Financeira,2026-04-10,39,"R$ 16.659,55",Em Aberto,99.0,Nordeste
CONTR_2026_01047,Fênix Recuperação de Crédito,2026-03-17,101,"R$ 2.991,49",Em Aberto,10.0,Nordeste
CONTR_2026_01048,Fênix Recuperação de Crédito,2026-04-29,61,"R$ 1.866,50",Insucesso,8.0,Sul
CONTR_2026_01049,Acerta Crédito Integrado,2026-01-27,77,"R$ 6.177,67",Em Aberto,18.0,Nordeste
CONTR_2026_01050,Fênix Recuperação de Crédito,2026-02-15,112,"R$ 5.470,37",Ajuizado,17.0,Centro-Oeste
CONTR_2026_01051,Acerta Crédito Integrado,2026-02-03,44,"R$ 8.227,85",Ajuizado,69.0,Centro-Oeste
CONTR_2026_01052,Nexus Mediação Financeira,2026-02-02,81,"R$ 8.207,71",Acordo Firmado,30.0,Nordeste
CONTR_2026_01053,fênix recuperação de crédito,2026-04-02,86,"R$ 6.041,03",Em Aberto,95.0,Nordeste
CONTR_2026_01054,Acerta Crédito Integrado,2026-04-05,88,"R$ 2.363,04",Em Aberto,39.0,Nordeste
CONTR_2026_01055,Vértice Asset & Cobrança ,2026-04-06,86,12108.28,Em Aberto,61.0,Nordeste
CONTR_2026_01056,Vértice Asset & Cobrança,2026-02-19,106,"R$ 2.626,98",Insucesso,24.0,Sudeste
CONTR_2026_01057,Acerta Crédito Integrado,2026-01-20,76,"R$ 1.693,49",Em Aberto,81.0,Sul
CONTR_2026_01058,Vértice Asset & Cobrança,2026-02-09,100,"R$ 2.994,09",Insucesso,98.0,Sudeste
CONTR_2026_01059,Vértice Asset & Cobrança,2026-04-09,99,"R$ 4.500,81",Em Aberto,35.0,Sudeste
CONTR_2026_01060,Nexus Mediação Financeira,2026-04-05,98,"R$ 2.360,81",Insucesso,79.0,Nordeste
CONTR_2026_01061,Acerta Crédito Integrado,2026-02-27,105,"R$ 3.229,86",Em Aberto,61.0,Nordeste
CONTR_2026_01062,Vértice Asset & Cobrança ,2026-01-31,98,4804.58,Em Aberto,75.0,Sudeste
CONTR_2026_01063,Acerta Crédito Integrado,2026-02-07,87,"R$ 3.149,97",Em Aberto,98.0,Centro-Oeste
CONTR_2026_01064,Vértice Asset & Cobrança,2026-03-27,51,"R$ 1.667,80",Em Aberto,72.0,Sudeste
CONTR_2026_01065,Vértice Asset & Cobrança,2026-02-14,130,"R$ 2.298,33",Acordo Firmado,15.0,Norte
CONTR_2026_01066,Acerta Crédito Integrado,2026-02-10,140,"R$ 9.104,42",Acordo Firmado,36.0,Nordeste
CONTR_2026_01067,Fênix Recuperação de Crédito,2026-01-09,79,"R$ 16.631,75",Em Aberto,55.0,Sul
CONTR_2026_01068,Fênix Recuperação de Crédito,2026-04-26,103,"R$ 2.003,41",Em Aberto,37.0,Nordeste
CONTR_2026_01069,Vértice Asset & Cobrança,2026-01-09,73,"R$ 6.913,12",Insucesso,87.0,Centro-Oeste
CONTR_2026_01070,Vértice Asset & Cobrança,2026-03-04,68,"R$ 13.000,00",Em Aberto,62.0,Centro-Oeste
CONTR_2026_01071,Vértice Asset & Cobrança,2026-03-20,91,"R$ 2.977,26",Em Aberto,64.0,Sul
CONTR_2026_01072,Fênix Recuperação de Crédito,2026-03-18,174,"R$ 10.043,98",Acordo Firmado,39.0,Sudeste
CONTR_2026_01073,Fênix Recuperação de Crédito,2026-01-22,137,"R$ 12.966,01",Acordo Firmado,90.0,Sudeste
CONTR_2026_01074,Fênix Recuperação de Crédito,2026-01-16,133,"R$ 2.979,79",Em Aberto,98.0,Sudeste
CONTR_2026_01075,Vértice Asset & Cobrança ,2026-02-01,105,"R$ 1.492,07",Em Aberto,75.0,Sudeste
CONTR_2026_01076,Vértice Asset & Cobrança,2026-03-07,62,"R$ 13.632,12",Insucesso,12.0,Sul
CONTR_2026_01077,Vértice Asset & Cobrança,2026-03-31,121,"R$ 3.205,99",Ajuizado,72.0,Sul
CONTR_2026_01078,Nexus Mediação Financeira,2026-01-14,15,"R$ 1.269,17",Acordo Firmado,8.0,Nordeste
CONTR_2026_01079,Fênix Recuperação de Crédito,2026-02-07,101,"R$ 4.421,02",Em Aberto,41.0,Nordeste
CONTR_2026_01080,fênix recuperação de crédito,2026-04-08,122,"R$ 1.815,79",Insucesso,69.0,Sudeste
CONTR_2026_01081,Acerta Crédito Integrado,2026-01-08,94,"R$ 12.798,75",Ajuizado,74.0,Sudeste
CONTR_2026_01082,Fênix Recuperação de Crédito,2026-04-10,139,"R$ 2.042,07",Acordo Firmado,3.0,Nordeste
CONTR_2026_01083,Vértice Asset & Cobrança,2026-01-21,47,"R$ 3.015,04",Acordo Firmado,43.0,Nordeste
CONTR_2026_01084,Acerta Crédito Integrado,2026-02-25,138,"R$ 9.013,97",Insucesso,37.0,Sudeste
CONTR_2026_01085,fênix recuperação de crédito,2026-02-15,85,"R$ 9.408,44",Em Aberto,86.0,Sudeste
CONTR_2026_01086,Vértice Asset & Cobrança,2026-02-12,133,"R$ 12.777,34",Em Aberto,57.0,Centro-Oeste
CONTR_2026_01087,Nexus Mediação Financeira,2026-04-30,120,"R$ 4.639,77",Insucesso,25.0,Sul
CONTR_2026_01088,Fênix Recuperação de Crédito,2026-04-02,135,"R$ 22.807,72",Acordo Firmado,4.0,Sudeste
CONTR_2026_01089,Vértice Asset & Cobrança ,2026-02-15,119,"R$ 4.830,30",Insucesso,58.0,Sul
CONTR_2026_01090,Fênix Recuperação de Crédito,2026-04-18,110,"R$ 9.020,12",Acordo Firmado,37.0,Sul
CONTR_2026_01091,fênix recuperação de crédito,2026-02-17,130,"R$ 3.446,32",Em Aberto,8.0,Sudeste
CONTR_2026_01092,Nexus Mediação Financeira,2026-03-11,91,"R$ 15.375,84",Em Aberto,94.0,Nordeste
CONTR_2026_01093,Nexus Mediação Financeira,2026-03-25,108,6976.17,Em Aberto,9.0,Norte
CONTR_2026_01094,Nexus Mediação Financeira,2026-01-31,89,"R$ 1.601,16",Insucesso,79.0,Norte
CONTR_2026_01095,Fênix Recuperação de Crédito,2026-02-02,69,"R$ 1.774,36",Ajuizado,1.0,Nordeste
CONTR_2026_01096,Fênix Recuperação de Crédito,2026-02-13,105,"R$ 12.273,35",Ajuizado,13.0,Sul
CONTR_2026_01097,Fênix Recuperação de Crédito,2026-03-12,95,"R$ 9.492,05",Acordo Firmado,68.0,Nordeste
CONTR_2026_01098,Fênix Recuperação de Crédito,2026-01-08,127,"R$ 3.203,09",Em Aberto,16.0,Nordeste
CONTR_2026_01099,Acerta Crédito Integrado,2026-03-14,84,"R$ 4.886,50",Em Aberto,44.0,Sudeste
CONTR_2026_01100,Vértice Asset & Cobrança,2026-01-02,67,"R$ 10.778,06",Em Aberto,65.0,Sudeste
CONTR_2026_01101,Fênix Recuperação de Crédito,2026-01-17,127,"R$ 1.745,90",Insucesso,14.0,Sudeste
CONTR_2026_01102,Vértice Asset & Cobrança ,2026-02-21,91,"R$ 1.943,31",Em Aberto,91.0,Sudeste
CONTR_2026_01103,Acerta Crédito Integrado,2026-02-14,66,"R$ 7.485,58",Ajuizado,26.0,Nordeste
CONTR_2026_01104,fênix recuperação de crédito,2026-02-06,131,"R$ 1.628,91",Ajuizado,32.0,Nordeste
CONTR_2026_01105,Vértice Asset & Cobrança ,2026-02-11,117,"R$ 3.373,70",Em Aberto,2.0,Sul
CONTR_2026_01106,Fênix Recuperação de Crédito,2026-02-13,145,"R$ 2.650,48",Insucesso,16.0,Nordeste
CONTR_2026_01107,Vértice Asset & Cobrança,2026-03-22,79,"R$ 8.341,54",Insucesso,92.0,Sudeste
CONTR_2026_01108,Acerta Crédito Integrado,2026-04-27,75,"R$ 1.212,25",Acordo Firmado,49.0,Sudeste
CONTR_2026_01109,Nexus Mediação Financeira,2026-02-07,57,"R$ 1.813,01",Acordo Firmado,90.0,Sul
CONTR_2026_01110,Fênix Recuperação de Crédito,2026-04-09,72,"R$ 1.721,29",Acordo Firmado,75.0,Sudeste
CONTR_2026_01111,Acerta Crédito Integrado,2026-04-21,78,"R$ 3.114,19",Acordo Firmado,23.0,Nordeste
CONTR_2026_01112,Fênix Recuperação de Crédito,2026-04-13,110,"R$ 2.522,95",Acordo Firmado,94.0,Centro-Oeste
CONTR_2026_01113,Fênix Recuperação de Crédito,2026-04-04,62,"R$ 2.495,69",Insucesso,60.0,Nordeste
CONTR_2026_01114,Nexus Mediação Financeira,2026-01-06,70,"R$ 3.513,30",Em Aberto,95.0,Nordeste
CONTR_2026_01115,Nexus Mediação Financeira,2026-03-09,140,"R$ 2.404,30",Em Aberto,66.0,Sul
CONTR_2026_01116,Nexus Mediação Financeira,2026-02-20,15,1761.45,Acordo Firmado,20.0,Sul
CONTR_2026_01117,Fênix Recuperação de Crédito,2026-04-11,104,"R$ 5.576,36",Em Aberto,93.0,Centro-Oeste
CONTR_2026_01118,Acerta Crédito Integrado,2026-02-04,51,16355.52,Insucesso,74.0,Nordeste
CONTR_2026_01119,Vértice Asset & Cobrança,2026-02-27,65,"R$ 5.871,83",Acordo Firmado,18.0,Centro-Oeste
